,Exposure Id,City_id,Type,City,Country,ISO3,Region,Name,Exposure Mean,Year,Pollutant,Pollutant Name,Region Name,Units
585,142854.0,11263.0,city,Hưng Yên,Vietnam,VNM,city,"Hưng Yên, Vietnam",50.4,2013.0,pm25,PM25,City,µg/m3
586,142855.0,11263.0,city,Hưng Yên,Vietnam,VNM,city,"Hưng Yên, Vietnam",48.7,2014.0,pm25,PM25,City,µg/m3
587,142856.0,11263.0,city,Hưng Yên,Vietnam,VNM,city,"Hưng Yên, Vietnam",41,2015.0,pm25,PM25,City,µg/m3
588,142857.0,11263.0,city,Hưng Yên,Vietnam,VNM,city,"Hưng Yên, Vietnam",43.9,2016.0,pm25,PM25,City,µg/m3
589,142858.0,11263.0,city,Hưng Yên,Vietnam,VNM,city,"Hưng Yên, Vietnam",41.6,2017.0,pm25,PM25,City,µg/m3
590,142859.0,11263.0,city,Hưng Yên,Vietnam,VNM,city,"Hưng Yên, Vietnam",39.9,2018.0,pm25,PM25,City,µg/m3
591,142860.0,11263.0,city,Hưng Yên,Vietnam,VNM,city,"Hưng Yên, Vietnam",45.9,2019.0,pm25,PM25,City,µg/m3
594,142641.0,11386.0,city,Ha Long,Vietnam,VNM,city,"Ha Long, Vietnam",10.9,2000.0,pm25,PM25,City,µg/m3
595,142642.0,11386.0,city,Ha Long,Vietnam,VNM,city,"Ha Long, Vietnam",12.7,2001.0,pm25,PM25,City,µg/m3
596,142643.0,11386.0,city,Ha Long,Vietnam,VNM,city,"Ha Long, Vietnam",13,2002.0,pm25,PM25,City,µg/m3
597,142644.0,11386.0,city,Ha Long,Vietnam,VNM,city,"Ha Long, Vietnam",10.8,2003.0,pm25,PM25,City,µg/m3
598,142645.0,11386.0,city,Ha Long,Vietnam,VNM,city,"Ha Long, Vietnam",13.9,2004.0,pm25,PM25,City,µg/m3
599,142646.0,11386.0,city,Ha Long,Vietnam,VNM,city,"Ha Long, Vietnam",13.4,2005.0,pm25,PM25,City,µg/m3
600,142647.0,11386.0,city,Ha Long,Vietnam,VNM,city,"Ha Long, Vietnam",15.6,2006.0,pm25,PM25,City,µg/m3
601,142648.0,11386.0,city,Ha Long,Vietnam,VNM,city,"Ha Long, Vietnam",17.4,2007.0,pm25,PM25,City,µg/m3
602,142649.0,11386.0,city,Ha Long,Vietnam,VNM,city,"Ha Long, Vietnam",16,2008.0,pm25,PM25,City,µg/m3
603,142650.0,11386.0,city,Ha Long,Vietnam,VNM,city,"Ha Long, Vietnam",13.5,2009.0,pm25,PM25,City,µg/m3
604,142651.0,11386.0,city,Ha Long,Vietnam,VNM,city,"Ha Long, Vietnam",14.5,2010.0,pm25,PM25,City,µg/m3
605,142652.0,11386.0,city,Ha Long,Vietnam,VNM,city,"Ha Long, Vietnam",17.3,2011.0,pm25,PM25,City,µg/m3
606,142653.0,11386.0,city,Ha Long,Vietnam,VNM,city,"Ha Long, Vietnam",16.4,2012.0,pm25,PM25,City,µg/m3
607,142654.0,11386.0,city,Ha Long,Vietnam,VNM,city,"Ha Long, Vietnam",15.8,2013.0,pm25,PM25,City,µg/m3
608,142655.0,11386.0,city,Ha Long,Vietnam,VNM,city,"Ha Long, Vietnam",15.4,2014.0,pm25,PM25,City,µg/m3
609,142656.0,11386.0,city,Ha Long,Vietnam,VNM,city,"Ha Long, Vietnam",13.4,2015.0,pm25,PM25,City,µg/m3
610,142657.0,11386.0,city,Ha Long,Vietnam,VNM,city,"Ha Long, Vietnam",13.5,2016.0,pm25,PM25,City,µg/m3
611,142658.0,11386.0,city,Ha Long,Vietnam,VNM,city,"Ha Long, Vietnam",12.5,2017.0,pm25,PM25,City,µg/m3
612,142659.0,11386.0,city,Ha Long,Vietnam,VNM,city,"Ha Long, Vietnam",11.8,2018.0,pm25,PM25,City,µg/m3
613,142660.0,11386.0,city,Ha Long,Vietnam,VNM,city,"Ha Long, Vietnam",13.4,2019.0,pm25,PM25,City,µg/m3
616,142861.0,11259.0,city,Hải Dương,Vietnam,VNM,city,"Hải Dương, Vietnam",40.6,2000.0,pm25,PM25,City,µg/m3
617,142862.0,11259.0,city,Hải Dương,Vietnam,VNM,city,"Hải Dương, Vietnam",40.5,2001.0,pm25,PM25,City,µg/m3
618,142863.0,11259.0,city,Hải Dương,Vietnam,VNM,city,"Hải Dương, Vietnam",41.1,2002.0,pm25,PM25,City,µg/m3
619,142864.0,11259.0,city,Hải Dương,Vietnam,VNM,city,"Hải Dương, Vietnam",34.8,2003.0,pm25,PM25,City,µg/m3
620,142865.0,11259.0,city,Hải Dương,Vietnam,VNM,city,"Hải Dương, Vietnam",44.1,2004.0,pm25,PM25,City,µg/m3
621,142866.0,11259.0,city,Hải Dương,Vietnam,VNM,city,"Hải Dương, Vietnam",44.8,2005.0,pm25,PM25,City,µg/m3
622,142867.0,11259.0,city,Hải Dương,Vietnam,VNM,city,"Hải Dương, Vietnam",45.3,2006.0,pm25,PM25,City,µg/m3
623,142868.0,11259.0,city,Hải Dương,Vietnam,VNM,city,"Hải Dương, Vietnam",52.9,2007.0,pm25,PM25,City,µg/m3
624,142869.0,11259.0,city,Hải Dương,Vietnam,VNM,city,"Hải Dương, Vietnam",52.5,2008.0,pm25,PM25,City,µg/m3
625,142870.0,11259.0,city,Hải Dương,Vietnam,VNM,city,"Hải Dương, Vietnam",41.3,2009.0,pm25,PM25,City,µg/m3
626,142871.0,11259.0,city,Hải Dương,Vietnam,VNM,city,"Hải Dương, Vietnam",48.5,2010.0,pm25,PM25,City,µg/m3
627,142872.0,11259.0,city,Hải Dương,Vietnam,VNM,city,"Hải Dương, Vietnam",56.3,2011.0,pm25,PM25,City,µg/m3
628,142873.0,11259.0,city,Hải Dương,Vietnam,VNM,city,"Hải Dương, Vietnam",51.6,2012.0,pm25,PM25,City,µg/m3
629,142874.0,11259.0,city,Hải Dương,Vietnam,VNM,city,"Hải Dương, Vietnam",50.4,2013.0,pm25,PM25,City,µg/m3
630,142875.0,11259.0,city,Hải Dương,Vietnam,VNM,city,"Hải Dương, Vietnam",49.1,2014.0,pm25,PM25,City,µg/m3
631,142876.0,11259.0,city,Hải Dương,Vietnam,VNM,city,"Hải Dương, Vietnam",41.5,2015.0,pm25,PM25,City,µg/m3
632,142877.0,11259.0,city,Hải Dương,Vietnam,VNM,city,"Hải Dương, Vietnam",45.5,2016.0,pm25,PM25,City,µg/m3
633,142878.0,11259.0,city,Hải Dương,Vietnam,VNM,city,"Hải Dương, Vietnam",41.6,2017.0,pm25,PM25,City,µg/m3
634,142879.0,11259.0,city,Hải Dương,Vietnam,VNM,city,"Hải Dương, Vietnam",39.3,2018.0,pm25,PM25,City,µg/m3
635,142880.0,11259.0,city,Hải Dương,Vietnam,VNM,city,"Hải Dương, Vietnam",44.7,2019.0,pm25,PM25,City,µg/m3
638,142661.0,11331.0,city,Haiphong,Vietnam,VNM,city,"Haiphong, Vietnam",35.6,2000.0,pm25,PM25,City,µg/m3
639,142662.0,11331.0,city,Haiphong,Vietnam,VNM,city,"Haiphong, Vietnam",38.1,2001.0,pm25,PM25,City,µg/m3
640,142663.0,11331.0,city,Haiphong,Vietnam,VNM,city,"Haiphong, Vietnam",37.4,2002.0,pm25,PM25,City,µg/m3
641,142664.0,11331.0,city,Haiphong,Vietnam,VNM,city,"Haiphong, Vietnam",33.3,2003.0,pm25,PM25,City,µg/m3
642,142665.0,11331.0,city,Haiphong,Vietnam,VNM,city,"Haiphong, Vietnam",39.5,2004.0,pm25,PM25,City,µg/m3
643,142666.0,11331.0,city,Haiphong,Vietnam,VNM,city,"Haiphong, Vietnam",39.5,2005.0,pm25,PM25,City,µg/m3
644,142667.0,11331.0,city,Haiphong,Vietnam,VNM,city,"Haiphong, Vietnam",42,2006.0,pm25,PM25,City,µg/m3
645,142668.0,11331.0,city,Haiphong,Vietnam,VNM,city,"Haiphong, Vietnam",46.1,2007.0,pm25,PM25,City,µg/m3
646,142669.0,11331.0,city,Haiphong,Vietnam,VNM,city,"Haiphong, Vietnam",45.9,2008.0,pm25,PM25,City,µg/m3
647,142670.0,11331.0,city,Haiphong,Vietnam,VNM,city,"Haiphong, Vietnam",37,2009.0,pm25,PM25,City,µg/m3
648,142671.0,11331.0,city,Haiphong,Vietnam,VNM,city,"Haiphong, Vietnam",42.8,2010.0,pm25,PM25,City,µg/m3
649,142672.0,11331.0,city,Haiphong,Vietnam,VNM,city,"Haiphong, Vietnam",49.5,2011.0,pm25,PM25,City,µg/m3
650,142673.0,11331.0,city,Haiphong,Vietnam,VNM,city,"Haiphong, Vietnam",47.4,2012.0,pm25,PM25,City,µg/m3
651,142674.0,11331.0,city,Haiphong,Vietnam,VNM,city,"Haiphong, Vietnam",44.3,2013.0,pm25,PM25,City,µg/m3
652,142675.0,11331.0,city,Haiphong,Vietnam,VNM,city,"Haiphong, Vietnam",42.5,2014.0,pm25,PM25,City,µg/m3
653,142676.0,11331.0,city,Haiphong,Vietnam,VNM,city,"Haiphong, Vietnam",37,2015.0,pm25,PM25,City,µg/m3
654,142677.0,11331.0,city,Haiphong,Vietnam,VNM,city,"Haiphong, Vietnam",38.8,2016.0,pm25,PM25,City,µg/m3
655,142678.0,11331.0,city,Haiphong,Vietnam,VNM,city,"Haiphong, Vietnam",35.3,2017.0,pm25,PM25,City,µg/m3
656,142679.0,11331.0,city,Haiphong,Vietnam,VNM,city,"Haiphong, Vietnam",35.2,2018.0,pm25,PM25,City,µg/m3
657,142680.0,11331.0,city,Haiphong,Vietnam,VNM,city,"Haiphong, Vietnam",39.5,2019.0,pm25,PM25,City,µg/m3
660,142721.0,11856.0,city,Ho Chi Minh City,Vietnam,VNM,city,"Ho Chi Minh City, Vietnam",16.8,2000.0,pm25,PM25,City,µg/m3
661,142722.0,11856.0,city,Ho Chi Minh City,Vietnam,VNM,city,"Ho Chi Minh City, Vietnam",14.8,2001.0,pm25,PM25,City,µg/m3
662,142723.0,11856.0,city,Ho Chi Minh City,Vietnam,VNM,city,"Ho Chi Minh City, Vietnam",17.4,2002.0,pm25,PM25,City,µg/m3
663,142724.0,11856.0,city,Ho Chi Minh City,Vietnam,VNM,city,"Ho Chi Minh City, Vietnam",17.4,2003.0,pm25,PM25,City,µg/m3
664,142725.0,11856.0,city,Ho Chi Minh City,Vietnam,VNM,city,"Ho Chi Minh City, Vietnam",21,2004.0,pm25,PM25,City,µg/m3
665,142726.0,11856.0,city,Ho Chi Minh City,Vietnam,VNM,city,"Ho Chi Minh City, Vietnam",20.1,2005.0,pm25,PM25,City,µg/m3
666,142727.0,11856.0,city,Ho Chi Minh City,Vietnam,VNM,city,"Ho Chi Minh City, Vietnam",19.3,2006.0,pm25,PM25,City,µg/m3
667,142728.0,11856.0,city,Ho Chi Minh City,Vietnam,VNM,city,"Ho Chi Minh City, Vietnam",20.2,2007.0,pm25,PM25,City,µg/m3
668,142729.0,11856.0,city,Ho Chi Minh City,Vietnam,VNM,city,"Ho Chi Minh City, Vietnam",20.4,2008.0,pm25,PM25,City,µg/m3
669,142730.0,11856.0,city,Ho Chi Minh City,Vietnam,VNM,city,"Ho Chi Minh City, Vietnam",18.7,2009.0,pm25,PM25,City,µg/m3
670,142731.0,11856.0,city,Ho Chi Minh City,Vietnam,VNM,city,"Ho Chi Minh City, Vietnam",21.5,2010.0,pm25,PM25,City,µg/m3
671,142732.0,11856.0,city,Ho Chi Minh City,Vietnam,VNM,city,"Ho Chi Minh City, Vietnam",22.3,2011.0,pm25,PM25,City,µg/m3
672,142733.0,11856.0,city,Ho Chi Minh City,Vietnam,VNM,city,"Ho Chi Minh City, Vietnam",18.4,2012.0,pm25,PM25,City,µg/m3
673,142734.0,11856.0,city,Ho Chi Minh City,Vietnam,VNM,city,"Ho Chi Minh City, Vietnam",21.6,2013.0,pm25,PM25,City,µg/m3
674,142735.0,11856.0,city,Ho Chi Minh City,Vietnam,VNM,city,"Ho Chi Minh City, Vietnam",19.6,2014.0,pm25,PM25,City,µg/m3
675,142736.0,11856.0,city,Ho Chi Minh City,Vietnam,VNM,city,"Ho Chi Minh City, Vietnam",19.4,2015.0,pm25,PM25,City,µg/m3
676,142737.0,11856.0,city,Ho Chi Minh City,Vietnam,VNM,city,"Ho Chi Minh City, Vietnam",18.6,2016.0,pm25,PM25,City,µg/m3
677,142738.0,11856.0,city,Ho Chi Minh City,Vietnam,VNM,city,"Ho Chi Minh City, Vietnam",19.3,2017.0,pm25,PM25,City,µg/m3
678,142739.0,11856.0,city,Ho Chi Minh City,Vietnam,VNM,city,"Ho Chi Minh City, Vietnam",20.5,2018.0,pm25,PM25,City,µg/m3
679,142740.0,11856.0,city,Ho Chi Minh City,Vietnam,VNM,city,"Ho Chi Minh City, Vietnam",22.4,2019.0,pm25,PM25,City,µg/m3
682,142761.0,11647.0,city,Hong Ngu,Vietnam,VNM,city,"Hong Ngu, Vietnam",12.9,2000.0,pm25,PM25,City,µg/m3
683,142762.0,11647.0,city,Hong Ngu,Vietnam,VNM,city,"Hong Ngu, Vietnam",12.2,2001.0,pm25,PM25,City,µg/m3
684,142763.0,11647.0,city,Hong Ngu,Vietnam,VNM,city,"Hong Ngu, Vietnam",14.8,2002.0,pm25,PM25,City,µg/m3
685,142764.0,11647.0,city,Hong Ngu,Vietnam,VNM,city,"Hong Ngu, Vietnam",14.3,2003.0,pm25,PM25,City,µg/m3
686,142765.0,11647.0,city,Hong Ngu,Vietnam,VNM,city,"Hong Ngu, Vietnam",18.1,2004.0,pm25,PM25,City,µg/m3
687,142766.0,11647.0,city,Hong Ngu,Vietnam,VNM,city,"Hong Ngu, Vietnam",16.4,2005.0,pm25,PM25,City,µg/m3
688,142767.0,11647.0,city,Hong Ngu,Vietnam,VNM,city,"Hong Ngu, Vietnam",16.5,2006.0,pm25,PM25,City,µg/m3
689,142768.0,11647.0,city,Hong Ngu,Vietnam,VNM,city,"Hong Ngu, Vietnam",16.1,2007.0,pm25,PM25,City,µg/m3
690,142769.0,11647.0,city,Hong Ngu,Vietnam,VNM,city,"Hong Ngu, Vietnam",15.6,2008.0,pm25,PM25,City,µg/m3
691,142770.0,11647.0,city,Hong Ngu,Vietnam,VNM,city,"Hong Ngu, Vietnam",14.2,2009.0,pm25,PM25,City,µg/m3
692,142771.0,11647.0,city,Hong Ngu,Vietnam,VNM,city,"Hong Ngu, Vietnam",16.2,2010.0,pm25,PM25,City,µg/m3
693,142772.0,11647.0,city,Hong Ngu,Vietnam,VNM,city,"Hong Ngu, Vietnam",17.6,2011.0,pm25,PM25,City,µg/m3
694,142773.0,11647.0,city,Hong Ngu,Vietnam,VNM,city,"Hong Ngu, Vietnam",14.1,2012.0,pm25,PM25,City,µg/m3
695,142774.0,11647.0,city,Hong Ngu,Vietnam,VNM,city,"Hong Ngu, Vietnam",20.1,2013.0,pm25,PM25,City,µg/m3
696,142775.0,11647.0,city,Hong Ngu,Vietnam,VNM,city,"Hong Ngu, Vietnam",17,2014.0,pm25,PM25,City,µg/m3
697,142776.0,11647.0,city,Hong Ngu,Vietnam,VNM,city,"Hong Ngu, Vietnam",18,2015.0,pm25,PM25,City,µg/m3
698,142777.0,11647.0,city,Hong Ngu,Vietnam,VNM,city,"Hong Ngu, Vietnam",15,2016.0,pm25,PM25,City,µg/m3
699,142778.0,11647.0,city,Hong Ngu,Vietnam,VNM,city,"Hong Ngu, Vietnam",17.9,2017.0,pm25,PM25,City,µg/m3
700,142779.0,11647.0,city,Hong Ngu,Vietnam,VNM,city,"Hong Ngu, Vietnam",18.7,2018.0,pm25,PM25,City,µg/m3
701,142780.0,11647.0,city,Hong Ngu,Vietnam,VNM,city,"Hong Ngu, Vietnam",18.1,2019.0,pm25,PM25,City,µg/m3
704,142741.0,11922.0,city,Hoi An,Vietnam,VNM,city,"Hoi An, Vietnam",3.2,2000.0,pm25,PM25,City,µg/m3
705,142742.0,11922.0,city,Hoi An,Vietnam,VNM,city,"Hoi An, Vietnam",2.8,2001.0,pm25,PM25,City,µg/m3
706,142743.0,11922.0,city,Hoi An,Vietnam,VNM,city,"Hoi An, Vietnam",3,2002.0,pm25,PM25,City,µg/m3
707,142744.0,11922.0,city,Hoi An,Vietnam,VNM,city,"Hoi An, Vietnam",2.9,2003.0,pm25,PM25,City,µg/m3
708,142745.0,11922.0,city,Hoi An,Vietnam,VNM,city,"Hoi An, Vietnam",3.5,2004.0,pm25,PM25,City,µg/m3
709,142746.0,11922.0,city,Hoi An,Vietnam,VNM,city,"Hoi An, Vietnam",3.6,2005.0,pm25,PM25,City,µg/m3
710,142747.0,11922.0,city,Hoi An,Vietnam,VNM,city,"Hoi An, Vietnam",3.3,2006.0,pm25,PM25,City,µg/m3
711,142748.0,11922.0,city,Hoi An,Vietnam,VNM,city,"Hoi An, Vietnam",3.5,2007.0,pm25,PM25,City,µg/m3
712,142749.0,11922.0,city,Hoi An,Vietnam,VNM,city,"Hoi An, Vietnam",3.7,2008.0,pm25,PM25,City,µg/m3
713,142750.0,11922.0,city,Hoi An,Vietnam,VNM,city,"Hoi An, Vietnam",3.5,2009.0,pm25,PM25,City,µg/m3
714,142751.0,11922.0,city,Hoi An,Vietnam,VNM,city,"Hoi An, Vietnam",3.5,2010.0,pm25,PM25,City,µg/m3
715,142752.0,11922.0,city,Hoi An,Vietnam,VNM,city,"Hoi An, Vietnam",4.6,2011.0,pm25,PM25,City,µg/m3
716,142753.0,11922.0,city,Hoi An,Vietnam,VNM,city,"Hoi An, Vietnam",3.3,2012.0,pm25,PM25,City,µg/m3
717,142754.0,11922.0,city,Hoi An,Vietnam,VNM,city,"Hoi An, Vietnam",3.7,2013.0,pm25,PM25,City,µg/m3
718,142755.0,11922.0,city,Hoi An,Vietnam,VNM,city,"Hoi An, Vietnam",3.2,2014.0,pm25,PM25,City,µg/m3
719,142756.0,11922.0,city,Hoi An,Vietnam,VNM,city,"Hoi An, Vietnam",3,2015.0,pm25,PM25,City,µg/m3
720,142757.0,11922.0,city,Hoi An,Vietnam,VNM,city,"Hoi An, Vietnam",3.8,2016.0,pm25,PM25,City,µg/m3
721,142758.0,11922.0,city,Hoi An,Vietnam,VNM,city,"Hoi An, Vietnam",3.4,2017.0,pm25,PM25,City,µg/m3
722,142759.0,11922.0,city,Hoi An,Vietnam,VNM,city,"Hoi An, Vietnam",3.2,2018.0,pm25,PM25,City,µg/m3
723,142760.0,11922.0,city,Hoi An,Vietnam,VNM,city,"Hoi An, Vietnam",3.5,2019.0,pm25,PM25,City,µg/m3
726,142881.0,11239.0,city,Khoái Châu,Vietnam,VNM,city,"Khoái Châu, Vietnam",42,2000.0,pm25,PM25,City,µg/m3
727,142882.0,11239.0,city,Khoái Châu,Vietnam,VNM,city,"Khoái Châu, Vietnam",42.2,2001.0,pm25,PM25,City,µg/m3
728,142883.0,11239.0,city,Khoái Châu,Vietnam,VNM,city,"Khoái Châu, Vietnam",42.2,2002.0,pm25,PM25,City,µg/m3
729,142884.0,11239.0,city,Khoái Châu,Vietnam,VNM,city,"Khoái Châu, Vietnam",35.8,2003.0,pm25,PM25,City,µg/m3
730,142885.0,11239.0,city,Khoái Châu,Vietnam,VNM,city,"Khoái Châu, Vietnam",46,2004.0,pm25,PM25,City,µg/m3
731,142886.0,11239.0,city,Khoái Châu,Vietnam,VNM,city,"Khoái Châu, Vietnam",44.6,2005.0,pm25,PM25,City,µg/m3
732,142887.0,11239.0,city,Khoái Châu,Vietnam,VNM,city,"Khoái Châu, Vietnam",45.9,2006.0,pm25,PM25,City,µg/m3
733,142888.0,11239.0,city,Khoái Châu,Vietnam,VNM,city,"Khoái Châu, Vietnam",52.2,2007.0,pm25,PM25,City,µg/m3
734,142889.0,11239.0,city,Khoái Châu,Vietnam,VNM,city,"Khoái Châu, Vietnam",50.4,2008.0,pm25,PM25,City,µg/m3
735,142890.0,11239.0,city,Khoái Châu,Vietnam,VNM,city,"Khoái Châu, Vietnam",41.2,2009.0,pm25,PM25,City,µg/m3
736,142891.0,11239.0,city,Khoái Châu,Vietnam,VNM,city,"Khoái Châu, Vietnam",48.1,2010.0,pm25,PM25,City,µg/m3
737,142892.0,11239.0,city,Khoái Châu,Vietnam,VNM,city,"Khoái Châu, Vietnam",55.7,2011.0,pm25,PM25,City,µg/m3
738,142893.0,11239.0,city,Khoái Châu,Vietnam,VNM,city,"Khoái Châu, Vietnam",50.1,2012.0,pm25,PM25,City,µg/m3
739,142894.0,11239.0,city,Khoái Châu,Vietnam,VNM,city,"Khoái Châu, Vietnam",51,2013.0,pm25,PM25,City,µg/m3
740,142895.0,11239.0,city,Khoái Châu,Vietnam,VNM,city,"Khoái Châu, Vietnam",50.3,2014.0,pm25,PM25,City,µg/m3
741,142896.0,11239.0,city,Khoái Châu,Vietnam,VNM,city,"Khoái Châu, Vietnam",42.7,2015.0,pm25,PM25,City,µg/m3
742,142897.0,11239.0,city,Khoái Châu,Vietnam,VNM,city,"Khoái Châu, Vietnam",43.7,2016.0,pm25,PM25,City,µg/m3
743,142898.0,11239.0,city,Khoái Châu,Vietnam,VNM,city,"Khoái Châu, Vietnam",41.5,2017.0,pm25,PM25,City,µg/m3
744,142899.0,11239.0,city,Khoái Châu,Vietnam,VNM,city,"Khoái Châu, Vietnam",39.8,2018.0,pm25,PM25,City,µg/m3
745,142900.0,11239.0,city,Khoái Châu,Vietnam,VNM,city,"Khoái Châu, Vietnam",45,2019.0,pm25,PM25,City,µg/m3
748,142901.0,11946.0,city,Kon Tum,Vietnam,VNM,city,"Kon Tum, Vietnam",11.5,2000.0,pm25,PM25,City,µg/m3
749,142902.0,11946.0,city,Kon Tum,Vietnam,VNM,city,"Kon Tum, Vietnam",8.9,2001.0,pm25,PM25,City,µg/m3
750,142903.0,11946.0,city,Kon Tum,Vietnam,VNM,city,"Kon Tum, Vietnam",10.7,2002.0,pm25,PM25,City,µg/m3
751,142904.0,11946.0,city,Kon Tum,Vietnam,VNM,city,"Kon Tum, Vietnam",10.3,2003.0,pm25,PM25,City,µg/m3
752,142905.0,11946.0,city,Kon Tum,Vietnam,VNM,city,"Kon Tum, Vietnam",13.3,2004.0,pm25,PM25,City,µg/m3
753,142906.0,11946.0,city,Kon Tum,Vietnam,VNM,city,"Kon Tum, Vietnam",12.9,2005.0,pm25,PM25,City,µg/m3
754,142907.0,11946.0,city,Kon Tum,Vietnam,VNM,city,"Kon Tum, Vietnam",11.9,2006.0,pm25,PM25,City,µg/m3
755,142908.0,11946.0,city,Kon Tum,Vietnam,VNM,city,"Kon Tum, Vietnam",13.6,2007.0,pm25,PM25,City,µg/m3
756,142909.0,11946.0,city,Kon Tum,Vietnam,VNM,city,"Kon Tum, Vietnam",11,2008.0,pm25,PM25,City,µg/m3
757,142910.0,11946.0,city,Kon Tum,Vietnam,VNM,city,"Kon Tum, Vietnam",12.6,2009.0,pm25,PM25,City,µg/m3
758,142911.0,11946.0,city,Kon Tum,Vietnam,VNM,city,"Kon Tum, Vietnam",14.9,2010.0,pm25,PM25,City,µg/m3
759,142912.0,11946.0,city,Kon Tum,Vietnam,VNM,city,"Kon Tum, Vietnam",16.1,2011.0,pm25,PM25,City,µg/m3
760,142913.0,11946.0,city,Kon Tum,Vietnam,VNM,city,"Kon Tum, Vietnam",13.2,2012.0,pm25,PM25,City,µg/m3
761,142914.0,11946.0,city,Kon Tum,Vietnam,VNM,city,"Kon Tum, Vietnam",13.5,2013.0,pm25,PM25,City,µg/m3
762,142915.0,11946.0,city,Kon Tum,Vietnam,VNM,city,"Kon Tum, Vietnam",14,2014.0,pm25,PM25,City,µg/m3
763,142916.0,11946.0,city,Kon Tum,Vietnam,VNM,city,"Kon Tum, Vietnam",13.6,2015.0,pm25,PM25,City,µg/m3
764,142917.0,11946.0,city,Kon Tum,Vietnam,VNM,city,"Kon Tum, Vietnam",16.5,2016.0,pm25,PM25,City,µg/m3
765,142918.0,11946.0,city,Kon Tum,Vietnam,VNM,city,"Kon Tum, Vietnam",15.4,2017.0,pm25,PM25,City,µg/m3
766,142919.0,11946.0,city,Kon Tum,Vietnam,VNM,city,"Kon Tum, Vietnam",15.1,2018.0,pm25,PM25,City,µg/m3
767,142920.0,11946.0,city,Kon Tum,Vietnam,VNM,city,"Kon Tum, Vietnam",17.7,2019.0,pm25,PM25,City,µg/m3
770,142921.0,11973.0,city,Long Khanh,Vietnam,VNM,city,"Long Khanh, Vietnam",13.2,2000.0,pm25,PM25,City,µg/m3
771,142922.0,11973.0,city,Long Khanh,Vietnam,VNM,city,"Long Khanh, Vietnam",11.6,2001.0,pm25,PM25,City,µg/m3
772,142923.0,11973.0,city,Long Khanh,Vietnam,VNM,city,"Long Khanh, Vietnam",12.9,2002.0,pm25,PM25,City,µg/m3
773,142924.0,11973.0,city,Long Khanh,Vietnam,VNM,city,"Long Khanh, Vietnam",13.2,2003.0,pm25,PM25,City,µg/m3
774,142925.0,11973.0,city,Long Khanh,Vietnam,VNM,city,"Long Khanh, Vietnam",16.6,2004.0,pm25,PM25,City,µg/m3
775,142926.0,11973.0,city,Long Khanh,Vietnam,VNM,city,"Long Khanh, Vietnam",15.3,2005.0,pm25,PM25,City,µg/m3
776,142927.0,11973.0,city,Long Khanh,Vietnam,VNM,city,"Long Khanh, Vietnam",14.8,2006.0,pm25,PM25,City,µg/m3
777,142928.0,11973.0,city,Long Khanh,Vietnam,VNM,city,"Long Khanh, Vietnam",14.3,2007.0,pm25,PM25,City,µg/m3
778,142929.0,11973.0,city,Long Khanh,Vietnam,VNM,city,"Long Khanh, Vietnam",16.1,2008.0,pm25,PM25,City,µg/m3
779,142930.0,11973.0,city,Long Khanh,Vietnam,VNM,city,"Long Khanh, Vietnam",14.5,2009.0,pm25,PM25,City,µg/m3
780,142931.0,11973.0,city,Long Khanh,Vietnam,VNM,city,"Long Khanh, Vietnam",15.1,2010.0,pm25,PM25,City,µg/m3
781,142932.0,11973.0,city,Long Khanh,Vietnam,VNM,city,"Long Khanh, Vietnam",18.8,2011.0,pm25,PM25,City,µg/m3
782,142933.0,11973.0,city,Long Khanh,Vietnam,VNM,city,"Long Khanh, Vietnam",14.6,2012.0,pm25,PM25,City,µg/m3
783,142934.0,11973.0,city,Long Khanh,Vietnam,VNM,city,"Long Khanh, Vietnam",17.4,2013.0,pm25,PM25,City,µg/m3
784,142935.0,11973.0,city,Long Khanh,Vietnam,VNM,city,"Long Khanh, Vietnam",15.4,2014.0,pm25,PM25,City,µg/m3
785,142936.0,11973.0,city,Long Khanh,Vietnam,VNM,city,"Long Khanh, Vietnam",14.3,2015.0,pm25,PM25,City,µg/m3
786,142937.0,11973.0,city,Long Khanh,Vietnam,VNM,city,"Long Khanh, Vietnam",14,2016.0,pm25,PM25,City,µg/m3
787,142938.0,11973.0,city,Long Khanh,Vietnam,VNM,city,"Long Khanh, Vietnam",15.4,2017.0,pm25,PM25,City,µg/m3
788,142939.0,11973.0,city,Long Khanh,Vietnam,VNM,city,"Long Khanh, Vietnam",17.2,2018.0,pm25,PM25,City,µg/m3
789,142940.0,11973.0,city,Long Khanh,Vietnam,VNM,city,"Long Khanh, Vietnam",17.4,2019.0,pm25,PM25,City,µg/m3
792,142941.0,11683.0,city,Long Xuyen,Vietnam,VNM,city,"Long Xuyen, Vietnam",13.4,2000.0,pm25,PM25,City,µg/m3
793,142942.0,11683.0,city,Long Xuyen,Vietnam,VNM,city,"Long Xuyen, Vietnam",11.8,2001.0,pm25,PM25,City,µg/m3
794,142943.0,11683.0,city,Long Xuyen,Vietnam,VNM,city,"Long Xuyen, Vietnam",14.5,2002.0,pm25,PM25,City,µg/m3
795,142944.0,11683.0,city,Long Xuyen,Vietnam,VNM,city,"Long Xuyen, Vietnam",14.8,2003.0,pm25,PM25,City,µg/m3
796,142945.0,11683.0,city,Long Xuyen,Vietnam,VNM,city,"Long Xuyen, Vietnam",18.6,2004.0,pm25,PM25,City,µg/m3
