,Exposure Id,City_id,Type,City,Country,ISO3,Region,Name,Exposure Mean,Year,Pollutant,Pollutant Name,Region Name,Units
0,142161.0,11659.0,city,An Chau,Vietnam,VNM,city,"An Chau, Vietnam",13.3,2000.0,pm25,PM25,City,µg/m3
1,142162.0,11659.0,city,An Chau,Vietnam,VNM,city,"An Chau, Vietnam",11.9,2001.0,pm25,PM25,City,µg/m3
2,142163.0,11659.0,city,An Chau,Vietnam,VNM,city,"An Chau, Vietnam",14.2,2002.0,pm25,PM25,City,µg/m3
3,142164.0,11659.0,city,An Chau,Vietnam,VNM,city,"An Chau, Vietnam",14.7,2003.0,pm25,PM25,City,µg/m3
4,142165.0,11659.0,city,An Chau,Vietnam,VNM,city,"An Chau, Vietnam",18.4,2004.0,pm25,PM25,City,µg/m3
5,142166.0,11659.0,city,An Chau,Vietnam,VNM,city,"An Chau, Vietnam",17.2,2005.0,pm25,PM25,City,µg/m3
6,142167.0,11659.0,city,An Chau,Vietnam,VNM,city,"An Chau, Vietnam",17.2,2006.0,pm25,PM25,City,µg/m3
7,142168.0,11659.0,city,An Chau,Vietnam,VNM,city,"An Chau, Vietnam",16.7,2007.0,pm25,PM25,City,µg/m3
8,142169.0,11659.0,city,An Chau,Vietnam,VNM,city,"An Chau, Vietnam",15.8,2008.0,pm25,PM25,City,µg/m3
9,142170.0,11659.0,city,An Chau,Vietnam,VNM,city,"An Chau, Vietnam",14.7,2009.0,pm25,PM25,City,µg/m3
10,142171.0,11659.0,city,An Chau,Vietnam,VNM,city,"An Chau, Vietnam",17.5,2010.0,pm25,PM25,City,µg/m3
11,142172.0,11659.0,city,An Chau,Vietnam,VNM,city,"An Chau, Vietnam",17.8,2011.0,pm25,PM25,City,µg/m3
12,142173.0,11659.0,city,An Chau,Vietnam,VNM,city,"An Chau, Vietnam",15.4,2012.0,pm25,PM25,City,µg/m3
13,142174.0,11659.0,city,An Chau,Vietnam,VNM,city,"An Chau, Vietnam",19.6,2013.0,pm25,PM25,City,µg/m3
14,142175.0,11659.0,city,An Chau,Vietnam,VNM,city,"An Chau, Vietnam",17.5,2014.0,pm25,PM25,City,µg/m3
15,142176.0,11659.0,city,An Chau,Vietnam,VNM,city,"An Chau, Vietnam",20.4,2015.0,pm25,PM25,City,µg/m3
16,142177.0,11659.0,city,An Chau,Vietnam,VNM,city,"An Chau, Vietnam",15.4,2016.0,pm25,PM25,City,µg/m3
17,142178.0,11659.0,city,An Chau,Vietnam,VNM,city,"An Chau, Vietnam",17.8,2017.0,pm25,PM25,City,µg/m3
18,142179.0,11659.0,city,An Chau,Vietnam,VNM,city,"An Chau, Vietnam",20.1,2018.0,pm25,PM25,City,µg/m3
19,142180.0,11659.0,city,An Chau,Vietnam,VNM,city,"An Chau, Vietnam",19.1,2019.0,pm25,PM25,City,µg/m3
22,142221.0,12016.0,city,Buôn Ma Thuột,Vietnam,VNM,city,"Buôn Ma Thuột, Vietnam",13.5,2000.0,pm25,PM25,City,µg/m3
23,142222.0,12016.0,city,Buôn Ma Thuột,Vietnam,VNM,city,"Buôn Ma Thuột, Vietnam",12,2001.0,pm25,PM25,City,µg/m3
24,142223.0,12016.0,city,Buôn Ma Thuột,Vietnam,VNM,city,"Buôn Ma Thuột, Vietnam",13.5,2002.0,pm25,PM25,City,µg/m3
25,142224.0,12016.0,city,Buôn Ma Thuột,Vietnam,VNM,city,"Buôn Ma Thuột, Vietnam",13.8,2003.0,pm25,PM25,City,µg/m3
26,142225.0,12016.0,city,Buôn Ma Thuột,Vietnam,VNM,city,"Buôn Ma Thuột, Vietnam",16.4,2004.0,pm25,PM25,City,µg/m3
27,142226.0,12016.0,city,Buôn Ma Thuột,Vietnam,VNM,city,"Buôn Ma Thuột, Vietnam",15,2005.0,pm25,PM25,City,µg/m3
28,142227.0,12016.0,city,Buôn Ma Thuột,Vietnam,VNM,city,"Buôn Ma Thuột, Vietnam",15,2006.0,pm25,PM25,City,µg/m3
29,142228.0,12016.0,city,Buôn Ma Thuột,Vietnam,VNM,city,"Buôn Ma Thuột, Vietnam",16.1,2007.0,pm25,PM25,City,µg/m3
30,142229.0,12016.0,city,Buôn Ma Thuột,Vietnam,VNM,city,"Buôn Ma Thuột, Vietnam",14.7,2008.0,pm25,PM25,City,µg/m3
31,142230.0,12016.0,city,Buôn Ma Thuột,Vietnam,VNM,city,"Buôn Ma Thuột, Vietnam",14.4,2009.0,pm25,PM25,City,µg/m3
32,142231.0,12016.0,city,Buôn Ma Thuột,Vietnam,VNM,city,"Buôn Ma Thuột, Vietnam",17.2,2010.0,pm25,PM25,City,µg/m3
33,142232.0,12016.0,city,Buôn Ma Thuột,Vietnam,VNM,city,"Buôn Ma Thuột, Vietnam",19,2011.0,pm25,PM25,City,µg/m3
34,142233.0,12016.0,city,Buôn Ma Thuột,Vietnam,VNM,city,"Buôn Ma Thuột, Vietnam",15.6,2012.0,pm25,PM25,City,µg/m3
35,142234.0,12016.0,city,Buôn Ma Thuột,Vietnam,VNM,city,"Buôn Ma Thuột, Vietnam",17,2013.0,pm25,PM25,City,µg/m3
36,142235.0,12016.0,city,Buôn Ma Thuột,Vietnam,VNM,city,"Buôn Ma Thuột, Vietnam",18,2014.0,pm25,PM25,City,µg/m3
37,142236.0,12016.0,city,Buôn Ma Thuột,Vietnam,VNM,city,"Buôn Ma Thuột, Vietnam",16.2,2015.0,pm25,PM25,City,µg/m3
38,142237.0,12016.0,city,Buôn Ma Thuột,Vietnam,VNM,city,"Buôn Ma Thuột, Vietnam",18.3,2016.0,pm25,PM25,City,µg/m3
39,142238.0,12016.0,city,Buôn Ma Thuột,Vietnam,VNM,city,"Buôn Ma Thuột, Vietnam",20.6,2017.0,pm25,PM25,City,µg/m3
40,142239.0,12016.0,city,Buôn Ma Thuột,Vietnam,VNM,city,"Buôn Ma Thuột, Vietnam",18.9,2018.0,pm25,PM25,City,µg/m3
41,142240.0,12016.0,city,Buôn Ma Thuột,Vietnam,VNM,city,"Buôn Ma Thuột, Vietnam",19,2019.0,pm25,PM25,City,µg/m3
44,142181.0,11970.0,city,Ba Ria,Vietnam,VNM,city,"Ba Ria, Vietnam",12.7,2000.0,pm25,PM25,City,µg/m3
45,142182.0,11970.0,city,Ba Ria,Vietnam,VNM,city,"Ba Ria, Vietnam",10.6,2001.0,pm25,PM25,City,µg/m3
46,142183.0,11970.0,city,Ba Ria,Vietnam,VNM,city,"Ba Ria, Vietnam",12.1,2002.0,pm25,PM25,City,µg/m3
47,142184.0,11970.0,city,Ba Ria,Vietnam,VNM,city,"Ba Ria, Vietnam",12.3,2003.0,pm25,PM25,City,µg/m3
48,142185.0,11970.0,city,Ba Ria,Vietnam,VNM,city,"Ba Ria, Vietnam",16,2004.0,pm25,PM25,City,µg/m3
49,142186.0,11970.0,city,Ba Ria,Vietnam,VNM,city,"Ba Ria, Vietnam",15.4,2005.0,pm25,PM25,City,µg/m3
50,142187.0,11970.0,city,Ba Ria,Vietnam,VNM,city,"Ba Ria, Vietnam",14.4,2006.0,pm25,PM25,City,µg/m3
51,142188.0,11970.0,city,Ba Ria,Vietnam,VNM,city,"Ba Ria, Vietnam",14.2,2007.0,pm25,PM25,City,µg/m3
52,142189.0,11970.0,city,Ba Ria,Vietnam,VNM,city,"Ba Ria, Vietnam",14.3,2008.0,pm25,PM25,City,µg/m3
53,142190.0,11970.0,city,Ba Ria,Vietnam,VNM,city,"Ba Ria, Vietnam",13.6,2009.0,pm25,PM25,City,µg/m3
54,142191.0,11970.0,city,Ba Ria,Vietnam,VNM,city,"Ba Ria, Vietnam",13,2010.0,pm25,PM25,City,µg/m3
55,142192.0,11970.0,city,Ba Ria,Vietnam,VNM,city,"Ba Ria, Vietnam",16.5,2011.0,pm25,PM25,City,µg/m3
56,142193.0,11970.0,city,Ba Ria,Vietnam,VNM,city,"Ba Ria, Vietnam",13.3,2012.0,pm25,PM25,City,µg/m3
57,142194.0,11970.0,city,Ba Ria,Vietnam,VNM,city,"Ba Ria, Vietnam",15.4,2013.0,pm25,PM25,City,µg/m3
58,142195.0,11970.0,city,Ba Ria,Vietnam,VNM,city,"Ba Ria, Vietnam",14.2,2014.0,pm25,PM25,City,µg/m3
59,142196.0,11970.0,city,Ba Ria,Vietnam,VNM,city,"Ba Ria, Vietnam",15,2015.0,pm25,PM25,City,µg/m3
60,142197.0,11970.0,city,Ba Ria,Vietnam,VNM,city,"Ba Ria, Vietnam",12.8,2016.0,pm25,PM25,City,µg/m3
61,142198.0,11970.0,city,Ba Ria,Vietnam,VNM,city,"Ba Ria, Vietnam",16.1,2017.0,pm25,PM25,City,µg/m3
62,142199.0,11970.0,city,Ba Ria,Vietnam,VNM,city,"Ba Ria, Vietnam",16.4,2018.0,pm25,PM25,City,µg/m3
63,142200.0,11970.0,city,Ba Ria,Vietnam,VNM,city,"Ba Ria, Vietnam",17.9,2019.0,pm25,PM25,City,µg/m3
66,142241.0,11282.0,city,Bút Sơn,Vietnam,VNM,city,"Bút Sơn, Vietnam",34.3,2000.0,pm25,PM25,City,µg/m3
67,142242.0,11282.0,city,Bút Sơn,Vietnam,VNM,city,"Bút Sơn, Vietnam",29.2,2001.0,pm25,PM25,City,µg/m3
68,142243.0,11282.0,city,Bút Sơn,Vietnam,VNM,city,"Bút Sơn, Vietnam",31,2002.0,pm25,PM25,City,µg/m3
69,142244.0,11282.0,city,Bút Sơn,Vietnam,VNM,city,"Bút Sơn, Vietnam",27.9,2003.0,pm25,PM25,City,µg/m3
70,142245.0,11282.0,city,Bút Sơn,Vietnam,VNM,city,"Bút Sơn, Vietnam",35.3,2004.0,pm25,PM25,City,µg/m3
71,142246.0,11282.0,city,Bút Sơn,Vietnam,VNM,city,"Bút Sơn, Vietnam",32.8,2005.0,pm25,PM25,City,µg/m3
72,142247.0,11282.0,city,Bút Sơn,Vietnam,VNM,city,"Bút Sơn, Vietnam",34.5,2006.0,pm25,PM25,City,µg/m3
73,142248.0,11282.0,city,Bút Sơn,Vietnam,VNM,city,"Bút Sơn, Vietnam",40.2,2007.0,pm25,PM25,City,µg/m3
74,142249.0,11282.0,city,Bút Sơn,Vietnam,VNM,city,"Bút Sơn, Vietnam",39,2008.0,pm25,PM25,City,µg/m3
75,142250.0,11282.0,city,Bút Sơn,Vietnam,VNM,city,"Bút Sơn, Vietnam",31.6,2009.0,pm25,PM25,City,µg/m3
76,142251.0,11282.0,city,Bút Sơn,Vietnam,VNM,city,"Bút Sơn, Vietnam",37.2,2010.0,pm25,PM25,City,µg/m3
77,142252.0,11282.0,city,Bút Sơn,Vietnam,VNM,city,"Bút Sơn, Vietnam",44.1,2011.0,pm25,PM25,City,µg/m3
78,142253.0,11282.0,city,Bút Sơn,Vietnam,VNM,city,"Bút Sơn, Vietnam",35.6,2012.0,pm25,PM25,City,µg/m3
79,142254.0,11282.0,city,Bút Sơn,Vietnam,VNM,city,"Bút Sơn, Vietnam",39,2013.0,pm25,PM25,City,µg/m3
80,142255.0,11282.0,city,Bút Sơn,Vietnam,VNM,city,"Bút Sơn, Vietnam",36.4,2014.0,pm25,PM25,City,µg/m3
81,142256.0,11282.0,city,Bút Sơn,Vietnam,VNM,city,"Bút Sơn, Vietnam",29.8,2015.0,pm25,PM25,City,µg/m3
82,142257.0,11282.0,city,Bút Sơn,Vietnam,VNM,city,"Bút Sơn, Vietnam",35.6,2016.0,pm25,PM25,City,µg/m3
83,142258.0,11282.0,city,Bút Sơn,Vietnam,VNM,city,"Bút Sơn, Vietnam",29.8,2017.0,pm25,PM25,City,µg/m3
84,142259.0,11282.0,city,Bút Sơn,Vietnam,VNM,city,"Bút Sơn, Vietnam",29.6,2018.0,pm25,PM25,City,µg/m3
85,142260.0,11282.0,city,Bút Sơn,Vietnam,VNM,city,"Bút Sơn, Vietnam",36,2019.0,pm25,PM25,City,µg/m3
88,142261.0,11751.0,city,Bạc Liêu,Vietnam,VNM,city,"Bạc Liêu, Vietnam",9.8,2000.0,pm25,PM25,City,µg/m3
89,142262.0,11751.0,city,Bạc Liêu,Vietnam,VNM,city,"Bạc Liêu, Vietnam",8,2001.0,pm25,PM25,City,µg/m3
90,142263.0,11751.0,city,Bạc Liêu,Vietnam,VNM,city,"Bạc Liêu, Vietnam",9.9,2002.0,pm25,PM25,City,µg/m3
91,142264.0,11751.0,city,Bạc Liêu,Vietnam,VNM,city,"Bạc Liêu, Vietnam",10.1,2003.0,pm25,PM25,City,µg/m3
92,142265.0,11751.0,city,Bạc Liêu,Vietnam,VNM,city,"Bạc Liêu, Vietnam",13.3,2004.0,pm25,PM25,City,µg/m3
93,142266.0,11751.0,city,Bạc Liêu,Vietnam,VNM,city,"Bạc Liêu, Vietnam",11.9,2005.0,pm25,PM25,City,µg/m3
94,142267.0,11751.0,city,Bạc Liêu,Vietnam,VNM,city,"Bạc Liêu, Vietnam",12.7,2006.0,pm25,PM25,City,µg/m3
95,142268.0,11751.0,city,Bạc Liêu,Vietnam,VNM,city,"Bạc Liêu, Vietnam",11.8,2007.0,pm25,PM25,City,µg/m3
96,142269.0,11751.0,city,Bạc Liêu,Vietnam,VNM,city,"Bạc Liêu, Vietnam",10.1,2008.0,pm25,PM25,City,µg/m3
97,142270.0,11751.0,city,Bạc Liêu,Vietnam,VNM,city,"Bạc Liêu, Vietnam",10.7,2009.0,pm25,PM25,City,µg/m3
98,142271.0,11751.0,city,Bạc Liêu,Vietnam,VNM,city,"Bạc Liêu, Vietnam",10,2010.0,pm25,PM25,City,µg/m3
99,142272.0,11751.0,city,Bạc Liêu,Vietnam,VNM,city,"Bạc Liêu, Vietnam",12,2011.0,pm25,PM25,City,µg/m3
100,142273.0,11751.0,city,Bạc Liêu,Vietnam,VNM,city,"Bạc Liêu, Vietnam",10.7,2012.0,pm25,PM25,City,µg/m3
101,142274.0,11751.0,city,Bạc Liêu,Vietnam,VNM,city,"Bạc Liêu, Vietnam",13,2013.0,pm25,PM25,City,µg/m3
102,142275.0,11751.0,city,Bạc Liêu,Vietnam,VNM,city,"Bạc Liêu, Vietnam",12,2014.0,pm25,PM25,City,µg/m3
103,142276.0,11751.0,city,Bạc Liêu,Vietnam,VNM,city,"Bạc Liêu, Vietnam",14.5,2015.0,pm25,PM25,City,µg/m3
104,142277.0,11751.0,city,Bạc Liêu,Vietnam,VNM,city,"Bạc Liêu, Vietnam",10.2,2016.0,pm25,PM25,City,µg/m3
105,142278.0,11751.0,city,Bạc Liêu,Vietnam,VNM,city,"Bạc Liêu, Vietnam",14.3,2017.0,pm25,PM25,City,µg/m3
106,142279.0,11751.0,city,Bạc Liêu,Vietnam,VNM,city,"Bạc Liêu, Vietnam",14.3,2018.0,pm25,PM25,City,µg/m3
107,142280.0,11751.0,city,Bạc Liêu,Vietnam,VNM,city,"Bạc Liêu, Vietnam",16.4,2019.0,pm25,PM25,City,µg/m3
110,142281.0,12029.0,city,Bảo Lộc,Vietnam,VNM,city,"Bảo Lộc, Vietnam",11.3,2000.0,pm25,PM25,City,µg/m3
111,142282.0,12029.0,city,Bảo Lộc,Vietnam,VNM,city,"Bảo Lộc, Vietnam",10.1,2001.0,pm25,PM25,City,µg/m3
112,142283.0,12029.0,city,Bảo Lộc,Vietnam,VNM,city,"Bảo Lộc, Vietnam",10.5,2002.0,pm25,PM25,City,µg/m3
113,142284.0,12029.0,city,Bảo Lộc,Vietnam,VNM,city,"Bảo Lộc, Vietnam",10.7,2003.0,pm25,PM25,City,µg/m3
114,142285.0,12029.0,city,Bảo Lộc,Vietnam,VNM,city,"Bảo Lộc, Vietnam",12.3,2004.0,pm25,PM25,City,µg/m3
115,142286.0,12029.0,city,Bảo Lộc,Vietnam,VNM,city,"Bảo Lộc, Vietnam",13.3,2005.0,pm25,PM25,City,µg/m3
116,142287.0,12029.0,city,Bảo Lộc,Vietnam,VNM,city,"Bảo Lộc, Vietnam",12.7,2006.0,pm25,PM25,City,µg/m3
117,142288.0,12029.0,city,Bảo Lộc,Vietnam,VNM,city,"Bảo Lộc, Vietnam",12.7,2007.0,pm25,PM25,City,µg/m3
118,142289.0,12029.0,city,Bảo Lộc,Vietnam,VNM,city,"Bảo Lộc, Vietnam",12.9,2008.0,pm25,PM25,City,µg/m3
119,142290.0,12029.0,city,Bảo Lộc,Vietnam,VNM,city,"Bảo Lộc, Vietnam",12.6,2009.0,pm25,PM25,City,µg/m3
120,142291.0,12029.0,city,Bảo Lộc,Vietnam,VNM,city,"Bảo Lộc, Vietnam",14.1,2010.0,pm25,PM25,City,µg/m3
121,142292.0,12029.0,city,Bảo Lộc,Vietnam,VNM,city,"Bảo Lộc, Vietnam",16.9,2011.0,pm25,PM25,City,µg/m3
122,142293.0,12029.0,city,Bảo Lộc,Vietnam,VNM,city,"Bảo Lộc, Vietnam",14,2012.0,pm25,PM25,City,µg/m3
123,142294.0,12029.0,city,Bảo Lộc,Vietnam,VNM,city,"Bảo Lộc, Vietnam",12.9,2013.0,pm25,PM25,City,µg/m3
124,142295.0,12029.0,city,Bảo Lộc,Vietnam,VNM,city,"Bảo Lộc, Vietnam",14.2,2014.0,pm25,PM25,City,µg/m3
125,142296.0,12029.0,city,Bảo Lộc,Vietnam,VNM,city,"Bảo Lộc, Vietnam",12.6,2015.0,pm25,PM25,City,µg/m3
126,142297.0,12029.0,city,Bảo Lộc,Vietnam,VNM,city,"Bảo Lộc, Vietnam",13.8,2016.0,pm25,PM25,City,µg/m3
127,142298.0,12029.0,city,Bảo Lộc,Vietnam,VNM,city,"Bảo Lộc, Vietnam",17,2017.0,pm25,PM25,City,µg/m3
128,142299.0,12029.0,city,Bảo Lộc,Vietnam,VNM,city,"Bảo Lộc, Vietnam",15.2,2018.0,pm25,PM25,City,µg/m3
129,142300.0,12029.0,city,Bảo Lộc,Vietnam,VNM,city,"Bảo Lộc, Vietnam",15.4,2019.0,pm25,PM25,City,µg/m3
132,142301.0,11244.0,city,Bắc Giang,Vietnam,VNM,city,"Bắc Giang, Vietnam",40,2000.0,pm25,PM25,City,µg/m3
133,142302.0,11244.0,city,Bắc Giang,Vietnam,VNM,city,"Bắc Giang, Vietnam",44.8,2001.0,pm25,PM25,City,µg/m3
134,142303.0,11244.0,city,Bắc Giang,Vietnam,VNM,city,"Bắc Giang, Vietnam",43.6,2002.0,pm25,PM25,City,µg/m3
135,142304.0,11244.0,city,Bắc Giang,Vietnam,VNM,city,"Bắc Giang, Vietnam",36.4,2003.0,pm25,PM25,City,µg/m3
136,142305.0,11244.0,city,Bắc Giang,Vietnam,VNM,city,"Bắc Giang, Vietnam",45.1,2004.0,pm25,PM25,City,µg/m3
137,142306.0,11244.0,city,Bắc Giang,Vietnam,VNM,city,"Bắc Giang, Vietnam",44.9,2005.0,pm25,PM25,City,µg/m3
138,142307.0,11244.0,city,Bắc Giang,Vietnam,VNM,city,"Bắc Giang, Vietnam",48.1,2006.0,pm25,PM25,City,µg/m3
139,142308.0,11244.0,city,Bắc Giang,Vietnam,VNM,city,"Bắc Giang, Vietnam",53.2,2007.0,pm25,PM25,City,µg/m3
140,142309.0,11244.0,city,Bắc Giang,Vietnam,VNM,city,"Bắc Giang, Vietnam",50.2,2008.0,pm25,PM25,City,µg/m3
141,142310.0,11244.0,city,Bắc Giang,Vietnam,VNM,city,"Bắc Giang, Vietnam",42.6,2009.0,pm25,PM25,City,µg/m3
142,142311.0,11244.0,city,Bắc Giang,Vietnam,VNM,city,"Bắc Giang, Vietnam",48.9,2010.0,pm25,PM25,City,µg/m3
143,142312.0,11244.0,city,Bắc Giang,Vietnam,VNM,city,"Bắc Giang, Vietnam",56.5,2011.0,pm25,PM25,City,µg/m3
144,142313.0,11244.0,city,Bắc Giang,Vietnam,VNM,city,"Bắc Giang, Vietnam",54.1,2012.0,pm25,PM25,City,µg/m3
145,142314.0,11244.0,city,Bắc Giang,Vietnam,VNM,city,"Bắc Giang, Vietnam",51,2013.0,pm25,PM25,City,µg/m3
146,142315.0,11244.0,city,Bắc Giang,Vietnam,VNM,city,"Bắc Giang, Vietnam",53.1,2014.0,pm25,PM25,City,µg/m3
147,142316.0,11244.0,city,Bắc Giang,Vietnam,VNM,city,"Bắc Giang, Vietnam",44.1,2015.0,pm25,PM25,City,µg/m3
148,142317.0,11244.0,city,Bắc Giang,Vietnam,VNM,city,"Bắc Giang, Vietnam",45.9,2016.0,pm25,PM25,City,µg/m3
149,142318.0,11244.0,city,Bắc Giang,Vietnam,VNM,city,"Bắc Giang, Vietnam",44,2017.0,pm25,PM25,City,µg/m3
150,142319.0,11244.0,city,Bắc Giang,Vietnam,VNM,city,"Bắc Giang, Vietnam",38.7,2018.0,pm25,PM25,City,µg/m3
151,142320.0,11244.0,city,Bắc Giang,Vietnam,VNM,city,"Bắc Giang, Vietnam",44.5,2019.0,pm25,PM25,City,µg/m3
154,142321.0,11229.0,city,Bắc Ninh,Vietnam,VNM,city,"Bắc Ninh, Vietnam",41.4,2000.0,pm25,PM25,City,µg/m3
155,142322.0,11229.0,city,Bắc Ninh,Vietnam,VNM,city,"Bắc Ninh, Vietnam",44.2,2001.0,pm25,PM25,City,µg/m3
156,142323.0,11229.0,city,Bắc Ninh,Vietnam,VNM,city,"Bắc Ninh, Vietnam",43.3,2002.0,pm25,PM25,City,µg/m3
157,142324.0,11229.0,city,Bắc Ninh,Vietnam,VNM,city,"Bắc Ninh, Vietnam",35.6,2003.0,pm25,PM25,City,µg/m3
158,142325.0,11229.0,city,Bắc Ninh,Vietnam,VNM,city,"Bắc Ninh, Vietnam",44.8,2004.0,pm25,PM25,City,µg/m3
159,142326.0,11229.0,city,Bắc Ninh,Vietnam,VNM,city,"Bắc Ninh, Vietnam",45,2005.0,pm25,PM25,City,µg/m3
160,142327.0,11229.0,city,Bắc Ninh,Vietnam,VNM,city,"Bắc Ninh, Vietnam",47,2006.0,pm25,PM25,City,µg/m3
161,142328.0,11229.0,city,Bắc Ninh,Vietnam,VNM,city,"Bắc Ninh, Vietnam",52.8,2007.0,pm25,PM25,City,µg/m3
162,142329.0,11229.0,city,Bắc Ninh,Vietnam,VNM,city,"Bắc Ninh, Vietnam",51.5,2008.0,pm25,PM25,City,µg/m3
163,142330.0,11229.0,city,Bắc Ninh,Vietnam,VNM,city,"Bắc Ninh, Vietnam",42.9,2009.0,pm25,PM25,City,µg/m3
164,142331.0,11229.0,city,Bắc Ninh,Vietnam,VNM,city,"Bắc Ninh, Vietnam",49.7,2010.0,pm25,PM25,City,µg/m3
165,142332.0,11229.0,city,Bắc Ninh,Vietnam,VNM,city,"Bắc Ninh, Vietnam",56.6,2011.0,pm25,PM25,City,µg/m3
166,142333.0,11229.0,city,Bắc Ninh,Vietnam,VNM,city,"Bắc Ninh, Vietnam",54.5,2012.0,pm25,PM25,City,µg/m3
167,142334.0,11229.0,city,Bắc Ninh,Vietnam,VNM,city,"Bắc Ninh, Vietnam",51.1,2013.0,pm25,PM25,City,µg/m3
168,142335.0,11229.0,city,Bắc Ninh,Vietnam,VNM,city,"Bắc Ninh, Vietnam",53.7,2014.0,pm25,PM25,City,µg/m3
169,142336.0,11229.0,city,Bắc Ninh,Vietnam,VNM,city,"Bắc Ninh, Vietnam",41.8,2015.0,pm25,PM25,City,µg/m3
170,142337.0,11229.0,city,Bắc Ninh,Vietnam,VNM,city,"Bắc Ninh, Vietnam",46.8,2016.0,pm25,PM25,City,µg/m3
171,142338.0,11229.0,city,Bắc Ninh,Vietnam,VNM,city,"Bắc Ninh, Vietnam",42.2,2017.0,pm25,PM25,City,µg/m3
172,142339.0,11229.0,city,Bắc Ninh,Vietnam,VNM,city,"Bắc Ninh, Vietnam",38.7,2018.0,pm25,PM25,City,µg/m3
173,142340.0,11229.0,city,Bắc Ninh,Vietnam,VNM,city,"Bắc Ninh, Vietnam",44,2019.0,pm25,PM25,City,µg/m3
176,142201.0,11858.0,city,Ben Cat,Vietnam,VNM,city,"Ben Cat, Vietnam",14.8,2000.0,pm25,PM25,City,µg/m3
177,142202.0,11858.0,city,Ben Cat,Vietnam,VNM,city,"Ben Cat, Vietnam",13,2001.0,pm25,PM25,City,µg/m3
178,142203.0,11858.0,city,Ben Cat,Vietnam,VNM,city,"Ben Cat, Vietnam",15.8,2002.0,pm25,PM25,City,µg/m3
179,142204.0,11858.0,city,Ben Cat,Vietnam,VNM,city,"Ben Cat, Vietnam",15.2,2003.0,pm25,PM25,City,µg/m3
180,142205.0,11858.0,city,Ben Cat,Vietnam,VNM,city,"Ben Cat, Vietnam",18.3,2004.0,pm25,PM25,City,µg/m3
181,142206.0,11858.0,city,Ben Cat,Vietnam,VNM,city,"Ben Cat, Vietnam",18.2,2005.0,pm25,PM25,City,µg/m3
182,142207.0,11858.0,city,Ben Cat,Vietnam,VNM,city,"Ben Cat, Vietnam",17.9,2006.0,pm25,PM25,City,µg/m3
183,142208.0,11858.0,city,Ben Cat,Vietnam,VNM,city,"Ben Cat, Vietnam",18.5,2007.0,pm25,PM25,City,µg/m3
184,142209.0,11858.0,city,Ben Cat,Vietnam,VNM,city,"Ben Cat, Vietnam",18.4,2008.0,pm25,PM25,City,µg/m3
185,142210.0,11858.0,city,Ben Cat,Vietnam,VNM,city,"Ben Cat, Vietnam",16.8,2009.0,pm25,PM25,City,µg/m3
186,142211.0,11858.0,city,Ben Cat,Vietnam,VNM,city,"Ben Cat, Vietnam",20.8,2010.0,pm25,PM25,City,µg/m3
187,142212.0,11858.0,city,Ben Cat,Vietnam,VNM,city,"Ben Cat, Vietnam",21,2011.0,pm25,PM25,City,µg/m3
188,142213.0,11858.0,city,Ben Cat,Vietnam,VNM,city,"Ben Cat, Vietnam",17.7,2012.0,pm25,PM25,City,µg/m3
189,142214.0,11858.0,city,Ben Cat,Vietnam,VNM,city,"Ben Cat, Vietnam",21.4,2013.0,pm25,PM25,City,µg/m3
190,142215.0,11858.0,city,Ben Cat,Vietnam,VNM,city,"Ben Cat, Vietnam",17.9,2014.0,pm25,PM25,City,µg/m3
191,142216.0,11858.0,city,Ben Cat,Vietnam,VNM,city,"Ben Cat, Vietnam",17.3,2015.0,pm25,PM25,City,µg/m3
192,142217.0,11858.0,city,Ben Cat,Vietnam,VNM,city,"Ben Cat, Vietnam",17.9,2016.0,pm25,PM25,City,µg/m3
193,142218.0,11858.0,city,Ben Cat,Vietnam,VNM,city,"Ben Cat, Vietnam",17.8,2017.0,pm25,PM25,City,µg/m3
194,142219.0,11858.0,city,Ben Cat,Vietnam,VNM,city,"Ben Cat, Vietnam",19.4,2018.0,pm25,PM25,City,µg/m3
195,142220.0,11858.0,city,Ben Cat,Vietnam,VNM,city,"Ben Cat, Vietnam",20.1,2019.0,pm25,PM25,City,µg/m3
198,142381.0,11791.0,city,Cai Lậy,Vietnam,VNM,city,"Cai Lậy, Vietnam",15,2000.0,pm25,PM25,City,µg/m3
199,142382.0,11791.0,city,Cai Lậy,Vietnam,VNM,city,"Cai Lậy, Vietnam",13,2001.0,pm25,PM25,City,µg/m3
200,142383.0,11791.0,city,Cai Lậy,Vietnam,VNM,city,"Cai Lậy, Vietnam",15.6,2002.0,pm25,PM25,City,µg/m3
201,142384.0,11791.0,city,Cai Lậy,Vietnam,VNM,city,"Cai Lậy, Vietnam",15.8,2003.0,pm25,PM25,City,µg/m3
202,142385.0,11791.0,city,Cai Lậy,Vietnam,VNM,city,"Cai Lậy, Vietnam",18.3,2004.0,pm25,PM25,City,µg/m3
203,142386.0,11791.0,city,Cai Lậy,Vietnam,VNM,city,"Cai Lậy, Vietnam",18.6,2005.0,pm25,PM25,City,µg/m3
204,142387.0,11791.0,city,Cai Lậy,Vietnam,VNM,city,"Cai Lậy, Vietnam",17.6,2006.0,pm25,PM25,City,µg/m3
205,142388.0,11791.0,city,Cai Lậy,Vietnam,VNM,city,"Cai Lậy, Vietnam",18.7,2007.0,pm25,PM25,City,µg/m3
